original,extracted,locus,primary_name,organism,is_putida
sp|Q88QN7|EFTU2_PSEPK,Q88QN7,PP_0452,tufB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QN8|EFG1_PSEPK Fusa,Q88QN8,PP_0451,fusA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QN9|RS7_PSEPK Rpsg,Q88QN9,PP_0450,rpsG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QP0|RS12_PSEPK Rpsl,Q88QP0,PP_0449,rpsL,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QP1|RPOC_PSEPK Rpoc,Q88QP1,PP_0448,rpoC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QP2|RPOB_PSEPK Rpob,Q88QP2,PP_0447,rpoB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QP3|RL10_PSEPK Rplj,Q88QP3,PP_0445,rplJ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QP4|RL1_PSEPK,Q88QP4,PP_0444,rplA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QP5|RL11_PSEPK Rplk,Q88QP5,PP_0443,rplK,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QP6|Q88QP6_PSEPK Nusg,Q88QP6,PP_0442,nusG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QP7|Q88QP7_PSEPK Sece,Q88QP7,PP_0441,secE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QP8|EFTU1_PSEPK Tufa,Q88QP8,PP_0440,tufA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QP9|Q88QP9_PSEPK Pp_0439,Q88QP9,PP_0439,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QQ1|Q88QQ1_PSEPK Bira,Q88QQ1,PP_0437,birA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QQ2|SYY_PSEPK Tyrs,Q88QQ2,PP_0436,tyrS,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QQ4|ANMK_PSEPK Anmk,Q88QQ4,PP_0434,anmK,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QQ5|ERPA_PSEPK Erpa,Q88QQ5,PP_0433,erpA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QQ6|ARGC1_PSEPK Argc1,Q88QQ6,PP_0432,argC1,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QQ8|Q88QQ8_PSEPK Pp_0430,Q88QQ8,PP_0430,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QQ9|Q88QQ9_PSEPK Pp_0429,Q88QQ9,PP_0429,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QR0|Q88QR0_PSEPK Pp_0428,Q88QR0,PP_0428,hinT,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QR1|COQ7_PSEPK Coq7,Q88QR1,PP_0427,coq7,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QR2|Q88QR2_PSEPK Pp_0426,Q88QR2,PP_0426,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QR3|Q88QR3_PSEPK Pp_0425,Q88QR3,PP_0425,yhfA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QR4|Q88QR4_PSEPK Crp,Q88QR4,PP_0424,crp,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QR5|Q88QR5_PSEPK Pp_0423,Q88QR5,PP_0423,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QR6|TRPC_PSEPK Trpc,Q88QR6,PP_0422,trpC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QR7|TRPD_PSEPK Trpd,Q88QR7,PP_0421,trpD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QR8|Q88QR8_PSEPK Trpg,Q88QR8,PP_0420,pabA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QS1|Q88QS1_PSEPK Trpe,Q88QS1,PP_0417,trpE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QS2|GPH_PSEPK Pp_0416,Q88QS2,PP_0416,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QS3|Q88QS3_PSEPK Rpe,Q88QS3,PP_0415,rpe,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QS5|Q88QS5_PSEPK Pp_0413,Q88QS5,PP_0413,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QS6|Q88QS6_PSEPK Pp_0412,Q88QS6,PP_0412,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QS7|Q88QS7_PSEPK Pp_0411,Q88QS7,PP_0411,potA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QS8|Q88QS8_PSEPK Uhpa,Q88QS8,PP_0410,uhpA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QS9|Q88QS9_PSEPK Pp_0409,Q88QS9,PP_0409,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QT0|Q88QT0_PSEPK Pp_0408,Q88QT0,PP_0408,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QT2|Q88QT2_PSEPK Pp_0406,Q88QT2,PP_0406,murU,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QT3|Q88QT3_PSEPK Pp_0405,Q88QT3,PP_0405,amgK,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QT4|SURA_PSEPK Sura,Q88QT4,PP_0403,surA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QT5|PDXA_PSEPK Pdxa,Q88QT5,PP_0402,pdxA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QT6|RSMA_PSEPK Rsma,Q88QT6,PP_0401,rsmA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QT7|APAG_PSEPK Apag,Q88QT7,PP_0400,apaG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QT8|APAH_PSEPK Apah,Q88QT8,PP_0399,apaH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QT9|GLPE_PSEPK Glpe,Q88QT9,PP_0398,glpE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QU0|Q88QU0_PSEPK Pp_0397,Q88QU0,PP_0397,yeaG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QU1|Q88QU1_PSEPK Pp_0395,Q88QU1,PP_0395,ycgB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QU2|CCA_PSEPK Cca,Q88QU2,PP_0394,cca,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QU3,Q88QU3,PP_0393,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QU4|Q88QU4_PSEPK Folb,Q88QU4,PP_0392,folB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QU6|TSAD_PSEPK Tsad,Q88QU6,PP_0390,tsaD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QU7|Q88QU7_PSEPK Rpod,Q88QU7,PP_0387,rpoD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QU8|Q88QU8_PSEPK Pp_0386,Q88QU8,PP_0386,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QV5|PQQB_PSEPK Pqqb,Q88QV5,PP_0379,pqqB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QV6|PQQC_PSEPK Pqqc,Q88QV6,PP_0378,pqqC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QV7|PQQD1_PSEPK Pqqd1,Q88QV7,PP_0377,pqqD1,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QV8|PQQE_PSEPK Pqqe,Q88QV8,PP_0376,pqqE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QV9|Q88QV9_PSEPK Pp_0375,Q88QV9,PP_0375,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QW2|Q88QW2_PSEPK Pp_0372,Q88QW2,PP_0372,aruC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QW4|Q88QW4_PSEPK Pp_0370,Q88QW4,PP_0370,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QW6|Q88QW6_PSEPK Pp_0368,Q88QW6,PP_0368,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QW7|Q88QW7_PSEPK Pp_0367,Q88QW7,PP_0367,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QW8|Q88QW8_PSEPK Biod,Q88QW8,PP_0366,bioD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QX0|Q88QX0_PSEPK Bioh,Q88QX0,PP_0364,bioH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QX1|BIOF_PSEPK Biof,Q88QX1,PP_0363,bioF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QX4|Q88QX4_PSEPK Modr,Q88QX4,PP_0360,modR,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QX5|Q88QX5_PSEPK Pp_0359,Q88QX5,PP_0359,srkA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QX7|Q88QX7_PSEPK Pp_0357,Q88QX7,PP_0357,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QX8|MASZ_PSEPK Glcb,Q88QX8,PP_0356,glcB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QX9|Q88QX9_PSEPK Pp_0355,Q88QX9,PP_0355,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QY0|Q88QY0_PSEPK Pp_0354,Q88QY0,PP_0354,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QY1|Q88QY1_PSEPK Pp_0353,Q88QY1,PP_0353,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QY4|Q88QY4_PSEPK PP_0350,Q88QY4,PP_0350,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QY7|Q88QY7_PSEPK Pp_0347,Q88QY7,PP_0347,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QY8|Q88QY8_PSEPK Pp_0346,Q88QY8,PP_0346,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QY9|Q88QY9_PSEPK Pp_0345,Q88QY9,PP_0345,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QZ0|Q88QZ0_PSEPK Waap,Q88QZ0,PP_0344,waaP,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QZ1|Q88QZ1_PSEPK Waag,Q88QZ1,PP_0343,waaG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QZ2|Q88QZ2_PSEPK Waac,Q88QZ2,PP_0342,waaC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QZ3|Q88QZ3_PSEPK Waaf,Q88QZ3,PP_0341,waaF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QZ4|GLNE_PSEPK Glne,Q88QZ4,PP_0340,glnE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QZ5|Q88QZ5_PSEPK Acee,Q88QZ5,PP_0339,aceE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QZ6|Q88QZ6_PSEPK Acef,Q88QZ6,PP_0338,aceF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QZ8|MSRA_PSEPK Msra,Q88QZ8,PP_0336,msrA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88QZ9|Q88QZ9_PSEPK Pp_0335,Q88QZ9,PP_0335,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R01|Q88R01_PSEPK Pp_0333,Q88R01,PP_0333,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R07|Q88R07_PSEPK Puru-1,Q88R07,PP_0327,purU-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R12|GLYA1_PSEPK Glya1,Q88R12,PP_0322,glyA1,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R13|Q88R13_PSEPK Pp_0321,Q88R13,PP_0321,ltaE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R14|Q88R14_PSEPK Pp_0320,Q88R14,PP_0320,mcpH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R15|Q88R15_PSEPK Pp_0319,Q88R15,PP_0319,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R16|Q88R16_PSEPK Pp_0318,Q88R16,PP_0318,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R17|Q88R17_PSEPK Pp_0317,Q88R17,PP_0317,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R26|Q88R26_PSEPK Pp_0308,Q88R26,PP_0308,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R27|Q88R27_PSEPK Pp_0307,Q88R27,PP_0307,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R35|Q88R35_PSEPK Pp_0299,Q88R35,PP_0299,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R36|Q88R36_PSEPK Pp_0298,Q88R36,PP_0298,gbdR,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R38|Q88R38_PSEPK Pp_0296,Q88R38,PP_0296,cbcX,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R40|Q88R40_PSEPK Pp_0294,Q88R40,PP_0294,cbcV,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R41|HIS6_PSEPK Hisf,Q88R41,PP_0293,hisF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R42|HIS4_PSEPK Hisa,Q88R42,PP_0292,hisA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R44|HIS5_PSEPK Hish,Q88R44,PP_0290,hisH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R45|HIS7_PSEPK Hisb,Q88R45,PP_0289,hisB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R46|Q88R46_PSEPK Pp_0288,Q88R46,PP_0288,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R47|Q88R47_PSEPK Pp_0287,Q88R47,PP_0287,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R48|Q88R48_PSEPK Muty,Q88R48,PP_0286,mutY,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R49|FETP_PSEPK Pp_0285,Q88R49,PP_0285,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R51|Q88R51_PSEPK Pp_0283,Q88R51,PP_0283,aotP,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R52|Q88R52_PSEPK Pp_0282,Q88R52,PP_0282,artJ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R53|Q88R53_PSEPK Pp_0281,Q88R53,PP_0281,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R54|Q88R54_PSEPK Pp_0280,Q88R54,PP_0280,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R65|Q88R65_PSEPK Pp_0269,Q88R65,PP_0269,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R66|Q88R66_PSEPK Oprq,Q88R66,PP_0268,oprQ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R67|Q88R67_PSEPK Pp_0267,Q88R67,PP_0267,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R68|AGUA_PSEPK Agua,Q88R68,PP_0266,aguA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R69|Q88R69_PSEPK Pp_0265,Q88R69,PP_0265,rmlC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R70|Q88R70_PSEPK Pp_0264,Q88R70,PP_0264,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R71|Q88R71_PSEPK Pp_0263,Q88R71,PP_0263,dctD-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R72|Q88R72_PSEPK Pp_0262,Q88R72,PP_0262,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R73|Q88R73_PSEPK Cysq,Q88R73,PP_0261,cysQ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R74|Q88R74_PSEPK Nude,Q88R74,PP_0260,nudE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R75|Q88R75_PSEPK Pp_0259,Q88R75,PP_0259,yrfG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R76|Q88R76_PSEPK Pp_0258,Q88R76,PP_0258,ygaU,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R81|HSLO_PSEPK Hslo,Q88R81,PP_0252,hslO,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R82,Q88R82,PP_0251,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R83|Q88R83_PSEPK Hslr,Q88R83,PP_0250,hslR,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R86|Q88R86_PSEPK Envz,Q88R86,PP_0247,envZ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R87|Q88R87_PSEPK Ompr-1,Q88R87,PP_0246,ompR,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R88|Q88R88_PSEPK Pp_0245,Q88R88,PP_0245,yhgF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R89|Q88R89_PSEPK Pp_0244,Q88R89,PP_0244,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R90|GSH1_PSEPK Gsha,Q88R90,PP_0243,gshA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R91|Q88R91_PSEPK Pp_0242,Q88R91,PP_0242,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R92|Q88R92_PSEPK Ssuf,Q88R92,PP_0241,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R93|SSUB_PSEPK ssuB,Q88R93,PP_0240,ssuB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R95|SSUD_PSEPK Ssud,Q88R95,PP_0238,ssuD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R98|Q88R98_PSEPK Lsfa,Q88R98,PP_0235,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88R99|Q88R99_PSEPK Opre,Q88R99,PP_0234,oprE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88RA0|Q88RA0_PSEPK Taua,Q88RA0,PP_0233,tauA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
